movie_id,native_name,english_name,year_made
1032,నీతి నిజాయితి,Righteousness is honesty,1972
1033,పండంటి కాపురం,Apex,1972
1034,పాపం పసివాడు,He who is sinful,1972
1035,పిల్లా-పిడుగు,Billa-plague,1972
1036,ప్రజా నాయకుడు,The leader of the public,1972
1037,బందిపోటు భయంకర్,Bandit Fighter,1972
1038,బడిపంతులు ,Badipantulu,1972
1039,బస్తీమే సవాల్ ఏజెంట్ 007,Basteme Challenge Agent 007,1972
1040,బాల భారతం,Child India,1972
1041,బాలమిత్రుల కథ,The story of Balimitras,1972
1042,బావ దిద్దిన కాపురం,Bava Diddina Kapuram,1972
1043,బీదలపాట్లు ,Bidalapatlu,1972
1044,బుల్లెట్ బుల్లోడు,Bullet Bulldog,1972
1045,భలే మోసగాడు,Bhale is a cheater,1972
1046,భార్యాబిడ్డలు,Wife,1972
1047,మంచి రోజులొచ్చాయి,Good days,1972
1048,మంచివాళ్ళకు మంచివాడు,Good for the good guys,1972
1049,మరపురాని తల్లి,Unforgettable Mother,1972
1050,మా ఇంటి కోడలు,The codes of our house,1972
1051,మా ఇంటి జ్యోతి,The cauldron of our home,1972
1052,మా ఇంటి వెలుగు,The light of our home,1972
1053,మా ఊరి మొనగాళ్ళు,Our hometowns,1972
1054,మాతృ మూర్తి,Parent Figure,1972
1055,మానవుడు - దానవుడు ,Human - donor,1972
1056,మేన కోడలు,Mena codes,1972
1057,మొహమ్మద్ బీన్ తుగ్లక్,Mohammed Bean Tughluq,1972
1058,రాజమహల్,Rajmahal,1972
1059,రైతుకుటుంబం,Raitukutumbam,1972
1060,వంశోధ్ధారకుడు,Vansodhdharakudu,1972
1061,వింత దంపతులు,Strange couple,1972
1062,విచిత్రబంధం,Vicitrabandham,1972
1063,శభాష్ పాపన్న,Shabash Papanna,1972
1064,శభాష్ వదిన,Shabash left,1972
1065,శాంతి నిలయం,The home of peace,1972
1066,శ్రీకృష్ణాంజనేయ యుద్ధం,The Battle of Sri Krishna Jananeya,1972
1067,సంపూర్ణ రామాయణం,Absolute Ramayana,1972
1068,సోమరిపోతు,Punk,1972
1069,హంతకులు దేవాంతకులు,The murderers are the devas,1972
1070,అందాల రాముడు,Beauty Rama,1973
1071,అభిమానవంతులు,Abhimanavantulu,1973
1072,ఇంటి దొంగలు,The house thieves,1973
1073,ఇదా లోకం,This is the world,1973
1074,ఎర్రకోట వీరుడు,The Red Fort Hero,1973
1075,ఒక నారి – వంద తుపాకులు,One Nari - One hundred guns,1973
1076,కనకదుర్గ పూజామహిమ ,Kanakadurga Pujaamahima,1973
1077,కన్నకొడుకు ,Kannakoduku,1973
1078,కన్నకొడుకులు,Kannakodukulu,1973
1079,కన్నవారి కలలు ,Dreams of the Born,1973
1080,కన్నెవయసు,Kannevayasu,1973
1081,ఖైదీ బాబాయ్,The prisoner is Babai,1973
1082,గంగ మంగ,Ganga Manga,1973
1083,గాంధీ పుట్టిన దేశం,The country where Gandhi was born,1973
1084,గీతా,Geeta,1973
1085,గురు దక్షిణ,Guru South,1973
1086,జగమేమాయ,Jagamemaya,1973
1087,జీవన తరంగాలు,The waves of life,1973
1088,జీవితం ,Life,1973
1089,జ్యోతిలక్ష్మి ,Jyotilaksmi,1973
1090,డబ్బుకు లోకం దాసోహం,The world is hungry for money,1973
1091,డాక్టర్ బాబు,Dr. Babu,1973
1092,తల్లీ కొడుకులు,Tully sons,1973
1093,తాతా మనవడు,Grandpa's grandson,1973
1094,దీర్ఘ సుమంగళి,The long syringe,1973
1095,దేవీ లలితాంబ,Devi Lalitamba,1973
1096,దేవుడమ్మ,Devudamma,1973
1097,దేవుడు చేసిన మనుషులు,God made men,1973
1098,దేశోద్ధారకులు,Desoddharakulu,1973
1099,ధనమా దైవమా,Dhanama is divine,1973
1100,ధర్మ విజయం,Victory of Dharma,1973
1101,నిండు కుటుంబం,A full family,1973
1102,నిజం చెబితే నమ్మరు,Don't believe the truth,1973
1103,నేను – నా దేశం,I - my country,1973
1104,నేరము – శిక్ష,Crime - Punishment,1973
1105,పంజరంలో పసిపాప,Pasipapa in the cage,1973
1106,పద్మవ్యూహం ,Padmavyuham,1973
1107,పల్లెటూరి బావ,Palleturi Bawa,1973
1108,పసి హృదయాలు,Baby hearts,1973
1109,పసివాని పగ,The revenge of the infant,1973
1110,పుట్టినిల్లు - మెట్టినిల్లు ,Birthplace - mattinilla,1973
1111,పూల మాల,The flower mala,1973
1112,పెద్ద కొడుకు,The eldest son,1973
1113,బంగారు బాబు ,The golden babe,1973
1114,బంగారు మనసులు,Gold minds,1973
1115,బస్తీపిల్ల భలేదొంగ,Bastipilla Bhalodonga,1973
1116,భక్త తుకారాం,Bhakta Tukaram,1973
1117,మనువు - మనసు,Manu - mind,1973
1118,మమత,Mamata,1973
1119,మరపురాని మనిషి,Unforgettable man,1973
1120,మల్లమ్మ కథ,The story of Mallamma,1973
1121,మహా శక్తి మహిమలు,Glorious powers,1973
1122,మాయదారి మల్లిగాడు,Mayadari Malligadu,1973
1123,మేమూ మనుషులమే,We are just human beings,1973
1124,మైనరు బాబు,Minor Babu,1973
1125,రామరాజ్యం,Ramarajyam,1973
1126,రాముడే దేముడు,Ramude is God,1973
1127,లోకం చుట్టిన వీరుడు,He who rolls the world,1973
1128,లోకం మారాలి,The world must change,1973
1129,వాడే వీడు,Use it,1973
1130,వారసురాలు,Successor,1973
1131,వింత కథ,Strange story,1973
1132,విచిత్ర వివాహం,A strange marriage,1973
1133,విశాలి,Visali,1973
1134,వీణ ,Vina,1973
1135,శారద ,Sharda,1973
1136,శ్రీవారు మావారు,Our people are Sri,1973
1137,స్త్రీ ,Woman,1973
1138,స్నేహ బంధం,Friendship is a bond,1973
1139,హలో పార్టనర్,Hello Partner,1973
1140,అందరూ దొంగలే,Everyone is a thief,1974
1141,అడవిదొంగలు,Adavidongalu,1974
1142,అనగనగా ఒక తండ్రి,Unlikely a father,1974
1143,అమ్మ మనసు,Mom's mind,1974
1144,అమ్మాయి పెళ్ళి,The girl is getting married,1974
1145,అల్లూరి సీతారామరాజు ,Alluri Sitaramaraju,1974
1146,ఆడంబరాలు - అనుబంధాలు,Sophistication - affiliates,1974
1147,ఆడపిల్లల తండ్రి,The father of the girls,1974
1148,ఆడపిల్లలు అర్ధరాత్రి హత్యలు,The girls were murdered at midnight,1974
1149,ఇంటి కోడలు,The codes of the house,1974
1150,ఇంటింటి కథ,The story of the house,1974
1151,ఉత్తమ ఇల్లాలు,The best houses,1974
1152,ఊర్వశి,Urvashi,1974
1153,ఎవరికివారే యమునాతీరే,Who is Yamunatire,1974
1154,ఓ సీత కథ,O Sita story,1974
1155,కన్నవారి కలలు ,Dreams of the Born,1974
1156,కలిసొచ్చిన కాలం,The period of meeting,1974
1157,కృష్ణ వేణి,Krishna Veni,1974
1158,కోటివిద్యలు కూటికొరకే ,Coincidence,1974
1159,కోడెనాగు,Kodenagu,1974
1160,గాలిపటాలు,Kites,1974
1161,గుండెలు తీసిన మొనగాడు,The heartbreaker,1974
1162,గౌరవం,Honor,1974
1163,గౌరి ,Gauri,1974
1164,చందన ,Chandan,1974
1165,చక్రవాకం,Cyclone,1974
1166,ఛైర్మెన్ చలమయ్య,Chairmen Chalamaiah,1974
1167,జీవిత రంగం,The field of life,1974
1168,జీవితాశయం,Life,1974
1169,తాతమ్మకల,Tatammakala,1974
1170,తిరుపతి ,Tirupati,1974
1171,తులసి ,Basil,1974
1172,తులాభారం,Thulabharam,1974
1173,దీక్ష ,Inmates,1974
1174,దేవదాసు ,Alice,1974
1175,దొరబాబు ,Dorababu,1974
1176,ధనవంతుడు గుణవంతుడు,The rich man is rich,1974
1177,ధృవవిజయం,Dhrvavijayam,1974
1178,నిజరూపాలు,Nijarupalu,1974
1179,నిత్య సుమంగళి,The everlasting Sumangali,1974
1180,నిప్పులాంటి మనిషి ,A man like fire,1974
1181,నీడలేని ఆడది,Shadowless Female,1974
1182,నోము,Pitch,1974
1183,పల్లె పడుచు ,Laying down,1974
1184,పల్లెటూరి చిన్నోడు,Palluturi Kododu,1974
1185,పెద్దలు మారాలి,Adults must change,1974
1186,ప్రేమలు - పెళ్ళిళ్ళు,Love - Brides,1974
1187,బంగారు కలలు,The golden dreams,1974
1188,బంట్రోతు భార్య,Wife of Buntroth,1974
1189,బుల్లబ్బాయి పెళ్లి,Bullabhai wedding,1974
1190,భూమి కోసం,For the land,1974
1191,మంచి మనుష్యులు,Good men,1974
1192,మంచి వాడు,Good guy,1974
1193,మనుషులు - మట్టిబొమ్మలు,Humans - moths,1974
1194,మనుష్యులు - దేవుడు,Men - God,1974
1195,మాంగల్య బలం,The strength of manliness,1974
1196,మాంగల్య భాగ్యం,Part of the manga,1974
1197,మీనా ,Meena,1974
1198,ముగ్గురమ్మాయిలు,All three,1974
1199,మొనగాళ్ళు మోసగాళ్ళు,Monsters are cheaters,1974
1200,రాధమ్మ పెళ్ళి,Radhamma is getting married,1974
1201,రామ్-రహీమ్,Ram-Rahim,1974
1202,సంసారం-సాగరం,Samsara-sea,1974
1203,సత్యానికి సంకెళ్ళు,Shackles to the truth,1974
1204,స్త్రీ గౌరవం,Respect for the woman,1974
1205,హనుమాన్ పాతాళ విజయం,The conquest of Hanuman,1974
1206,హారతి ,Aarti,1974
1207,అందరూ మంచివారే,Everyone is good,1975
1208,అనురాగాలు,Affection,1975
1209,అన్నాతమ్ముల కథ,The story of annoyance,1975
1210,అన్నాతమ్ముల శపధం,The annoying curse,1975
1211,అభిమానవతి,Abhimanavati,1975
1212,అమ్మ ,Mum,1975
1213,అమ్మాయిల శపధం,The girl's curse,1975
1214,అమ్మాయిలూ జాగ్రత్త,Beware of girls,1975
1215,ఆడదాని అదృష్టం,Good luck,1975
1216,ఆస్తికోసం,Astikosam,1975
1217,ఈ కాలం దంపతులు,This period is a couple,1975
1218,ఈకాలం మనిషి,This time man,1975
1219,కక్ష శిక్ష,Orbital punishment,1975
1220,కథానాయకుని కథ ,The story of the protagonist,1975
1221,కవిత ,Poem,1975
1222,కాశ్మీరు బుల్లోడు,Kashmir is bulldozed,1975
1223,కొండవీటి వీరుడు,The hero of the hill,1975
1224,కొత్త కాపురం,The new camphor,1975
1225,కోటలోపాగా,Kotalopaga,1975
1226,ఖైదీ పెళ్ళి,The prisoner is getting married,1975
1227,గాజుల కిష్టయ్య,The glass of the glass,1975
1228,గుణవంతుడు,Gunavantudu,1975
1229,చదువు సంస్కారం,Read Culture,1975
1230,చల్లని తల్లి,Cool mother,1975
1231,చిట్టెమ్మ చిలకమ్మ,Chitmamma Chillakamma,1975
1232,చిన్ననాటి కలలు,Childhood dreams,1975
1233,చీకటి వెలుగులు,The light of darkness,1975
1234,జమీందారు గారి అమ్మాయి,Gary is a girl,1975
1235,జీవన జ్యోతి ,The living cauldron,1975
1236,జేబు దొంగ ,Pocket thief,1975
1237,తీర్పు ,Verdict,1975
1238,తోట రాముడు,The garden is Rama,1975
1239,దున్నేవాడిదే భూమి,The land of Dunnevadde,1975
1240,దేవుడు చేసిన పెళ్ళి,The wedding that God made,1975
1241,దేవుడులాంటి మనిషి,God-like man,1975
1242,దేవుడే దిగివస్తే,If God Himself descends,1975
1243,దొంగల్లో మొనగాడు,The thief moaned,1975
1244,నాగపూజా మహిమ,The glory of Nagapuja,1975
1245,పండంటి సంసారం,Samsara,1975
1246,పరివర్తన ,Transformation,1975
1247,పిచ్చోడి పెళ్ళి,Getting married,1975
1248,పుట్టింటి గౌరవం ,Birth honor,1975
1249,పూజ ,Puja,1975
1250,బలిపీఠం,Altar,1975
1251,బాగ్దాద్ వీరుడు,The hero of Baghdad,1975
1252,బాబు,Babu,1975
1253,బుల్లెమ్మ శపథం,Bullemma cursing,1975
1254,భాగస్తులు,Factor,1975
1255,భారతంలో ఒకమ్మాయి,In India,1975
1256,భారతి,Bharti,1975
1257,మంచి కోసం,For good,1975
1258,మల్లెల మనసు,Jasmine mind,1975
1259,మహా వీర మయూర,Maha Veera Mayura,1975
1260,మా ఇంటి దేవుడు,God of our home,1975
1261,మా ఊరి గంగ,Our hometown is Ganga,1975
1262,మాయామశ్చీంద్ర,Mayamascindra,1975
1263,మిస్ జూలియా ప్రేమ కథ,Miss Julia is a love story,1975
1264,ముత్యాలముగ్గు,Mutyalamuggu,1975
1265,మొగుడా- పెళ్ళామా,Moguda- Pellama,1975
1266,యమగోల,Yamagola,1975
1267,యశోదాకృష్ణ,Yasodakrsna,1975
1268,రక్త సంబంధాలు,Blood relations,1975
1269,రామరాజ్యంలో-రాబందులు,Ramarajyanlo-vultures,1975
1270,రాముని మించిన రాముడు,Rama beyond Rama,1975
1271,లక్ష్మణ రేఖ ,Laxman line,1975
1272,లక్ష్మి నిర్దోషి,Lakshmi was acquitted,1975
1273,వయసొచ్చిన పిల్ల,An aging child,1975
1274,వైకుంఠపాళి ,Snakes,1975
1275,శ్రీ చాముండేశ్వరి మహిమ,Shri Chamundeshwari glory,1975
1276,శ్రీరామాంజనేయ యుద్ధం ,The Battle of Sriramanjaneya,1975
1277,సంసారం ,Samsara,1975
1278,సంసారం-సౌభాగ్యం,Samsara-prosperity,1975
1279,సినీ వైభవం,Cinematic glory,1975
1280,సోగ్గాడు ,Soggadu,1975
1281,సౌభాగ్యవతి,Saubhagyavati,1975
1282,స్వర్గం నరకం,Paradise is hell,1975
1283,అంతులేని కథ,Endless story,1976
1284,అందరూ బాగుండాలి,Everyone should be fine,1976
1285,అమెరికా అమ్మాయి,American girl,1976
1286,అమ్మానాన్న,Parents,1976
1287,అల్లుడొచ్చాడు,Alludoccadu,1976
1288,ఆడవాళ్లు అపనిందలు,Females are scandals,1976
1289,ఆదిమానవులు,A single person,1976
1290,అయినవాళ్ళు,Ayinavallu,1976
1291,ఆరాధన,Worship,1976
1292,ఆరాధన ,Worship,1976
1293,ఇద్దరూ ఇద్దరే ,Both are two,1976
1294,ఈ కాలపు పిల్లలు,Children of this period,1976
1295,ఒక దీపం వెలిగింది,A lamp was lit.,1976
1296,కవిత ,Poem,1976
1297,కేడి రౌడి,Keddy bully,1976
1298,కొల్లేటి కాపురం,Colletti capuram,1976
1299,చేతిలో చెయ్యేసి చెప్పు,Say it by hand,1976
1300,జ్యోతి ,Jyoti,1976
1301,తూర్పు పడమర,East-west,1976
1302,దశావతారములు ,Depicting ten,1976
1303,దేవుడిచ్చిన భర్త ,God-given husband,1976
1304,దేవుడు చేసిన బొమ్మలు,Toys made by God,1976
1305,దేవుడే గెలిచాడు,God Himself won,1976
1306,దొరలు దొంగలు ,Thieves are thieves,1976
1307,ధర్మ పరీక్ష,Dharma test,1976
1308,నా పేరే భగవాన్,My name is Bhagavan,1976
1309,నాకూ స్వతంత్రం వచ్చింది,I got my freedom,1976
1310,నాడు –నేడు,Tomorrow - tomorrow,1976
1311,నిజం నిద్రపోదు,Truth does not sleep,1976
1312,నేరం నాదికాదు – ఆకలిది,Crime is not mine - hunger,1976
1313,పాడవోయి భారతీయుడా,Is Podoi an Indian?,1976
1314,పాడిపంటలు,Padipantalu,1976
1315,పిచ్చిమారాజు,Piccimaraju,1976
1316,పెద్దన్నయ్య ,Big brother,1976
1317,పెళ్ళికాని తండ్రి,The father of the bride,1976
1318,పొగరుబోతు,Vainglory,1976
1319,పొరుగింటి పుల్లకూర,Gourd,1976
1320,ప్రేమ బంధం,Love is bonding,1976
1321,ప్రేమాయణం ,Romance,1976
1322,బంగారు పతకం,Gold Medal,1976
1323,బంగారు మనిషి,The man of gold,1976
1324,బ్రహ్మముడి ,Umbilical cord,1976
1325,భలే దొంగలు,The Bale thieves,1976
1326,మంచికి మరోపేరు,Another name for good,1976
1327,మగాడు,Man,1976
1328,మన ఊరి కథ,The story of our hometown,1976
1329,మనిషి మృగము,The man is a beast,1976
1330,మనిషి రోడ్డున పడ్డాడు,The man hit the road,1976
1331,మనుష్యులంతా ఒక్కటే,All men are one,1976
1332,మన్మధ లీల,Cupid Lila,1976
1333,మహాకవి క్షేత్రయ్య,Mahakavi Kshetraya,1976
1334,మహాత్ముడు,Mahatma,1976
1335,మహేశ్వరీ మహత్యం,Maheshwari Mahatayam,1976
1336,మా దైవం,Our Divine,1976
1337,మాంగల్యానికి మరో ముడి,Another knot for mangali,1976
1338,మాయావి,Phantom,1976
1339,ముగ్గురు మూర్ఖులు,All three are fools,1976
1340,ముత్యాల పల్లకి,The pearl litter,1976
1341,ముద్దబంతి పువ్వు,Mushroom flower,1976
1342,మొనగాడు,Monagadu,1976
1343,మోసగాళ్ళకు సవాల్,The challenge for cheaters,1976
1344,యవ్వనం కాటేసింది,Adolescence,1976
1345,రాజ ,King,1976
1346,రాజు వెడలె,King Weddle,1976
1347,రామరాజ్యంలో రక్త పాతం,Blood vessel in the Ramayarajya,1976
1348,వధూవరులు,The bride and groom,1976
1349,వనజ గిరిజ,The Wanja Tribal,1976
1350,వింత ఇల్లు సంత గోల,Strange house is a sign,1976
1351,వేములవాడ భీమకవి,Vemulavada Bhimikavi,1976
1352,శీలానికి శిక్ష,Punishment for winter,1976
1353,శ్రీ రాజేశ్వరీ విలాస్ కాఫీక్లబ్,Sri Rajeshwari Vilas Coffeeclub,1976
1354,సిరిసిరిమువ్వ,Sirisirimuvva,1976
1355,సీతాకల్యాణం,Sitakalyanam,1976
1356,సుప్రభాతం ,Suprabhatham,1976
1357,సెక్రటరీ,Secretary,1976
1358,హీరో 76,Hero 76,1976
1359,అందమె ఆనందం,All is happiness,1977
1360,అందాలరాజు,Andalaraju,1977
1361,అడవి రాముడు,The wild Rama,1977
1362,అత్తపోరు,Attaporu,1977
1363,అత్తవారిల్లు,Athavarillu,1977
1364,అదృష్టవంతురాలు,Lucky,1977
1365,అన్నదమ్ముల శపధం,A reassuring curse,1977
1366,అమరదీపం,Amaradipam,1977
1367,అర్ధాంగి ,Ardhangi,1977
1368,ఆత్మీయుడు,Atmiyudu,1977
1369,ఆమెకథ,Amekatha,1977
1370,ఆలుమగలు ,Alumagalu,1977
1371,ఇంటిని దిద్దిన ఇల్లాలు,House-made houses,1977
1372,ఇదెక్కడి న్యాయం,This is justice here,1977
1373,ఈతరం మనిషి,This is the man of the day,1977
1374,ఈనాటి బంధం ఏనాటిదో,What a bond it is today,1977
1375,ఊరుమ్మడి బ్రతుకులు,Creepers,1977
1376,ఎదురీత ,Edurita,1977
1377,ఎదురులేని రాముడు,The irresistible Rama,1977
1378,ఎవరు దేవుడు,Who is God,1977
1379,ఒకే రక్తం,Single blood,1977
1380,ఓ మనిషి తిరిగి చూడు,"Look back, man",1977
1381,కన్యాకుమారి ,Kanyakumari,1977
1382,కల్పన ,Fiction,1977
1383,కురుక్షేత్రం,Kurukshetram,1977
1384,కోయిలమ్మ కూసింది,Koillamma is up,1977
1385,ఖైదీ కాళిదాసు,Prisoner Kalidasu,1977
1386,గంగ యమున సరస్వతి,Ganga Yamuna Saraswati,1977
1387,గడుసు అమ్మాయి,Gadasu girl,1977
1388,గడుసు పిల్లోడు,Gadasu Pilodu,1977
1389,గీత సంగీత,The lyric music,1977
1390,గృహప్రవేశం ,House blessing,1977
1391,చక్రధారి,Cakradhari,1977
1392,చరిత్ర హీనులు,History is a scandal,1977
1393,చాణక్య చంద్రగుప్త,Chanakya Chandragupta,1977
1394,చిలకమ్మ చెప్పింది,Says Chilakamma,1977
1395,చిల్లర దేవుళ్లు,The gods of the retailers,1977
1396,జడ్జిగారి కోడలు,Judge Kodagara,1977
1397,జన్మజన్మల బంధం,The bond of births,1977
1398,జరుగుతున్న కథ,The ongoing story,1977
1399,జీవన తీరాలు,Living beaches,1977
1400,జీవిత నౌక ,The ship of life,1977
1401,జీవితంలో వసంతం,Spring in life,1977
1402,జీవితమే ఒక నాటకం,Life is a play,1977
1403,తరం మారింది,The generation has changed,1977
1404,తొలిరేయి గడిచింది,The first one has passed,1977
1405,దాన వీర శూర కర్ణ,Dana is a heroic hero,1977
1406,దేవతలారా దీవించండి,Gods bless,1977
1407,దేశోద్ధారకుడు ,Desoddharakudu,1977
1408,దొంగలకు దొంగ ,A thief to thieves,1977
1409,ధర్మాత్ముడు ,Dharmatmudu,1977
1410,పంచాయితీ,Panchayat,1977
1411,పల్లెసీమ,Pallesima,1977
1412,పెళ్ళి కాని పిల్లలు ,Unmarried children,1977
1413,ప్రతిధ్వని ,Echo,1977
1414,ప్రేమలేఖలు ,Love letters,1977
1415,ప్రేమించి పెళ్ళి చేసుకో,Love and get married,1977
1416,బంగారక్క,Gold,1977
1417,బంగారు బొమ్మలు,Golden dolls,1977
1418,బంధువులు బాంధవ్యాలు,Relatives are relatives,1977
1419,బ్రతుకే ఒక పండగ,It is a festival,1977
1420,భద్రకాళి,Bhadrakali,1977
1421,భలే అల్లుడు,Bhale is a son-in-law,1977
1422,భలేరాజు,Bhaleraju,1977
1423,భారత నివాస్,Indian Nivas,1977
1424,మంచి రోజు,Good day,1977
1425,మంచిని పెంచాలి ,We need to raise the good,1977
1426,మగువ మనసున్న మనిషి,Magua is a man of like mind,1977
1427,మనవడి కోసం,For the grandson,1977
1428,మనస్సాక్షి,Conscience,1977
1429,మనుష్యులు చేసిన దొంగలు,Thieves made by men,1977
1430,మహానుభావుడు,Beggars,1977
1431,మా ఇద్దరి కథ,The story of our two,1977
1432,మా బంగారక్క,Our gold standard,1977
1433,మాట కోసం,For the sake of it,1977
1434,మొరటోడు,Moratodu,1977
1435,మోహినీ విజయం,Mohini's victory,1977
1436,రంభ ఊర్వశి మేనక,Rambha Urvashi Menaka,1977
1437,రాజా రమేష్,Raja Ramesh,1977
1438,వస్తాడే మా బావ,Come on,1977
1439,సంసారంలో సరిగమలు,Whatever,1977
1440,సర్కస్ కిలాడీలు,Circus Killadies,1977
1441,సావాసగాళ్ళు,Savasagallu,1977
1442,సీత గీత దాటితే,Cross the Sita line,1977
1443,సీతమ్మ సంతానం,Seetamma's offspring,1977
1444,సీతారామ వనవాసం,Sitarama Reservoir,1977
1445,స్నేహం,Friendship,1977
1446,స్వర్గానికి నిచ్చెనలు,The ladders to heaven,1977
1447,అంగడిబొమ్మ,Angadibomma,1978
1448,అక్బర్ సలీం అనార్కలి,Akbar Salim Anarkali,1978
1449,అడవి మనుషులు,Wild men,1978
1450,అతని కంటే ఘనుడు,Greater than him,1978
1451,అనుకున్నది సాధిస్తా,As expected,1978
1452,అనుగ్రహం,Grace,1978
1453,అన్నాదమ్ముల సవాల్,The challenge of reassurance,1978
1454,అమర ప్రేమ,Immortal love,1978
1455,అల్లరి పిల్లలు,Leapfrog children,1978
1456,అల్లరి బుల్లోడు,The riot is bullshit,1978
1457,ఆడదంటే అలుసా,Alusa,1978
1458,ఇంద్రధనుస్సు ,Rainbow,1978
1459,ఎంకి నాయుడు బావ,Enki Naidu Bawa,1978
1460,ఎత్తుకు పైఎత్తు ,Lift up,1978
1461,ఎదురులేని కథానాయకుడు,The irresistible backstory,1978
1462,ఏజెంట్ గోపి,Agent Gopi,1978
1463,ఒక ఊరి కథ,The story of a hometown,1978
1464,కటకటాల రుద్రయ్య,Rudraya of the lenses,1978
1465,కన్నవారి ఇల్లు,The house of the virgin,1978
1466,కరుణామయుడు,Gracious,1978
1467,కలియుగ స్త్రీ,A woman of mixed age,1978
1468,కాలాంతకులు,Kalanthakulu,1978
1469,కుమారరాజా,Kumararaja,1978
1470,కేడి. నెం. 1,KD. No. 1,1978
1471,ఖైదీ నెం: 77,Prisoner No: 77,1978
1472,గంగా భవానీ,Ganga Bhavani,1978
1473,గమ్మత్తు గూఢచారులు,Cunning Spies,1978
1474,గోరంత దీపం,The heirloom lamp,1978
1475,చలిచీమలు,Calicimalu,1978
1476,చల్ మోహనరంగా,Chl morally,1978
1477,చిరంజీవి రాంబాబు,Chiranjeevi Rambabu,1978
1478,చిలిపి కృష్ణుడు,Prankster Krishna,1978
1479,చిల్లరకొట్టు చిట్టెమ్మ,A little bit,1978
1480,చెప్పింది చేస్తా,Will do,1978
1481,జగన్మోహిని ,Jaganmohini,1978
1482,జనరల్ చౌధరి,General Chaudhary,1978
1483,డూ డూ బసవన్న,Doo do basavanna,1978
1484,తల్లే చల్లని దైవం,Talla is a cool goddess,1978
1485,తూఫాన్ మెయిల్,Tufan mail,1978
1486,దేవదాసు మళ్లీ పుట్టాడు,Devadasu was born again,1978
1487,దేవుడున్నాడు జాగ్రత్త,God is careful,1978
1488,దొంగల దోపిడీ,Robbery,1978
1489,దొంగల వేట,Burglars,1978
1490,నాగ కన్య,The Naga Virgo,1978
1491,నాయుడుబావ,Nayudubava,1978
1492,నాలాగ ఎందరో,Something like me,1978
1493,నిండు మనిషి,The man who is full,1978
1494,పంతులమ్మ ,Governess,1978
1495,పట్నవాసం,Patnavasam,1978
1496,పదహారేళ్ళ వయసు,Sixteen years old,1978
1497,పొట్టేలు పొన్నమ్మ,Fucking blonde,1978
1498,ప్రయాణంలో పదనిసలు,Slaves on the go,1978
1499,ప్రాణం ఖరీదు,Life is expensive,1978
1500,ప్రేమ చేసిన పెళ్ళి,The wedding that made love,1978
1501,ప్రేమ-పగ,Love-revenge,1978
1502,బంగారుగుడి,Bangarugudi,1978
1503,బందిపోటు ముఠా,Bandit gang,1978
1504,బొమ్మరిల్లు,Bommarillu,1978
1505,మంచి బాబాయి,Good Babai,1978
1506,మంచి మనసు,Good mind,1978
1507,మన ఊరి పాండవులు,Our hometowns are the Pandavas,1978
1508,మనిషిలో మనిషి,Man in man,1978
1509,మరో చరిత్ర,Another history,1978
1510,మల్లెపువ్వు ,Gilly-flower,1978
1511,మార్పు,Change,1978
1512,ముగ్గురు మూర్ఖురాళ్ళు,All three are fools,1978
1513,ముగ్గురూ ముగ్గురే,All three of them,1978
1514,మేలుకొలుపు ,Arouse,1978
1515,యుగపురుషుడు,Yugapurusudu,1978
1516,రాకాసిలోయ,Rakasiloya,1978
1517,రాజపుత్ర రహస్యం,Rajput mystery,1978
1518,రాధ కృష్ణ,Radha Krishna,1978
1519,రామకృష్ణులు,Ramakrishnulu,1978
1520,రామచిలుక,Ramaciluka,1978
1521,రాముడు-రంగడు,Ram-rangadu,1978
1522,రిక్షా రాజి,Rickshaw compromise,1978
1523,రౌడీ రంగమ్మ,Rowdy Rangamma,1978
1524,లంబాడోళ్ళ రామదాసు ,Lambadolla Ramadasu,1978
1525,లాయర్ విశ్వనాథ్,Lawyer Viswanath,1978
1526,వయసు పిలిచింది,Age called,1978
1527,విచిత్ర జీవితం,The peculiar life,1978
1528,శభాష్ గోపి,Shabash Gopi,1978
1529,శివరంజని,Sivaranjani,1978
1530,శ్రీరామ పట్టాభిషేకం,The coronation of Srirama,1978
1531,శ్రీరామరక్ష,Sriramaraksa,1978
1532,సతీ సావిత్రి ,Sati Savitri,1978
1533,సింహ గర్జన ,The lion roaring,1978
1534,సింహబలుడు,Simha Baludu,1978
1535,సీతాపతి సంసారం,Sitapati samsara,1978
1536,సూర్యచంద్రులు,Suryacandrulu,1978
1537,స్వర్గసీమ ,Paradise,1978
1538,అండమాన్ అమ్మాయి,Andaman girl,1979
1539,అంతులేని వింతకథ,The endless fairy tale,1979
1540,అందడు ఆగడు,All rights reserved,1979
1541,అందమైన అనుభవం,Beautiful experience,1979
1542,అందాలరాశి,You beautiful,1979
1543,అజేయుడు ,Formidable,1979
1544,అపరిచితులు,Strangers,1979
1545,అమ్మ ఎవరికైనా అమ్మ,Mom to anyone,1979
1546,అమ్మాయి కావాలి,Want the girl,1979
1547,అర్జున గర్వభంగము,Arjuna is proud,1979
1548,అల్లరి వయసు,The Leapfrog Age,1979
1549,ఆణిముత్యాలు,Animutyalu,1979
1550,ఇంటింటి రామాయణం,The Ramayana of the house,1979
1551,ఇది కథ కాదు,This is not the story,1979
1552,ఇదో చరిత్ర,This is history,1979
1553,ఇద్దరూ అసాధ్యులే,Both are impossible,1979
